index,text,label
2090,43573,i will try to talk to other utauloids so they won't look me as a snob or something that is negative.,general
2469,34730,i added a video to a @youtube playlist https://t.co/ahs6iuetha tom holland and laura harrier visiting an aacd hospital in brazil.,general
644,26047,@Tashayla_brenae I already know😩😩😩 yeah I am ready for a change.. and we will get a place together ,general_travel
2473,2511,"what's even more adorable is that
1) our icons match too
2) she's literally in love with me it's a bit mad x https://t.co/uqngfywib5",general
2052,19795,being a nice person has fucked me over so many times,general
1819,16393,"maduro is addressing the nation as the power struggle continues.  it’s on every national tv and radio station. 

we can expect him to continue using these “cadenas” as the pressure mounts. https://t.co/dipo6jf6vr",general
2446,35539,"look at the sunset boy, itll all be over soon from r/memes https://t.co/ae3cbkqcbs https://t.co/hbofmlqbtf",general
14,17080,Love my girls â¤ï¸â¤ï¸ See yâ€™all in the spring on your field trip to cbus ,travel
2018,43965,@brianstelter @howardschultz @realdonaldtrump such a misread of the country’s mood.,general
1747,8855,@prinzgbemi her bf should buy for her now,general
127,39054,looks like me and @Mazziemc taking a road trip soon tfse,travel
2087,44699,$entg what an amazing mover red-to-green.  covered the $entg / $vsm $9 billion merger on this morning's show.,general
590,10751,@ColleenB123 How old will Flynn have to be before you take him on his first trip to Disney??! Love ya so much ♥️♥️♥️,travel
1766,2298,"@sony i think i need to tweet again for the #timeless #sweepstakes, because i think i messed up the tag for #timeteam2019 .  whew!  i officially hate autocorrect!",general
96,19259,"When I go to Trat to travel, can you accompany me as a tour guide?@Saint_sup  ☺☺☺
#Saint_sup 
#KissBoysTH https://t.co/oIgRpQdtdr",travel
1956,29142,"#artwithtaehyung
i don't paint very often except for art class, thats the start of a new combine in doing, it's still very... empty, but i kinda like it.
i do it for taetae and i don't have anything else to show now so..😂 https://t.co/xcggismihu",general
485,3474,Is anyone gonna link with me in New York when I go I wanna go look at shit drunk mane itâ€™s time this whole year doing a trip every quarter,travel
117,41722,Road trip w/ my love and in-laws 💕🚗,travel
143,33318,"@BossyAssDelilah I will definitely see you when you come in next month, sorry Ms.Bossy Delilah, I got sick and couldnot make or confirm a reservation, enjoy your trip to Atlanta, from a FAN FOR A LONG TIME.",travel
416,25878,Never would have thought I would want travel solo but I’m excited to try it,travel
192,37703,@averydanielss you right 🤪 i love you more 💞 need to make a trip so we can parttyyyyyyyy,travel
2288,19906,@tim_cook how many retweets for free airpods,general
1005,24708,Leaving for trip in seven hours... going to doctor's office to see if I have a concussion in one...,general_travel
1884,25166,"fab evening reading @keelehallreads - beautiful setting, snow falling lightly in the cobbled yard on the way in, lovely &amp; friendly audience. thanks for having me! https://t.co/fjabkx71de",general
2015,30951,@katiegraylol god that facemasked weirdo holding a toothbrush is way too thirsty for your (boat payment money) patronage,general
2151,8071,the homecoming by @andrewpyper is a gripping mystery reminiscent of @stephenking in all the best ways. what if everything you knew about the people you loved was a lie? on sale 02/26. read an excerpt: https://t.co/n7grplcqgg https://t.co/5xnpwjzifv,general
1915,44959,"@mcthrill yeah see scriviner is the one i'm resenting. the ""corkboard"" feature looks great but i really just want that and don't want to entire complex word processor that comes with it. i know ppl love it but i'm set in my ways!",general
2134,21059,if julie was a cat this is how she’d act https://t.co/tp1mzw25zr,general
2228,39071,.@arsenal will spend in the summer but cannot not buy players now - emery https://t.co/qjqwuq9zj5 https://t.co/wn37lzfyar,general
2401,5612,"the researchers who reported that israeli software was used to spy on washington post journalist jamal khashoggi’s inner circle before his gruesome death are being targeted in turn by international undercover operatives, the associated press reports. https://t.co/2zlpvseezh",general
565,3813,"@Bruichladdich Hello! Planning a trip to Islay this April and will be visiting. Can you point me to descriptions of the three distillery tours, please? #slainte",travel
306,38815,Happy 24th anniversary to my travel partner! Here’s to many more travels in our future! I love you! https://t.co/QTS0AhQxfX,travel
686,30244,@walkdownman Many People on Vancouver island don’t know how to drive in the snow. It can make a short trip to the store like a demolition derby.,general_travel
2370,12416,"jongdae was chosen to do a forward roll asa forfeit before they started the race to give chanbaekxi an advantage!

baekhyun: ah haha it must hurt! let's go hahahahahah ‘ㅅ’ 

#exo @weareoneexo #엑소

https://t.co/gpoak4njmq",general
2039,363,all for you adeya nomi. 🧡 https://t.co/8jgmbnnzob,general
1150,41944,"Imagine going to southend-on-sea for a school trip, I live there and I donâ€™t even wanna go back from uni https://t.co/dxL58F7iwP",general_travel
1811,41276,guinevere beck is a refinery29 money diary personified,general
985,15342,Some of you have never had a panic attack about which keens to buy for you elementary school field trip and it shows,general_travel
2383,4115,@iskra how were the models supposed to know that billy was a fraud or that event would flop??? they did their job also which was to promote an event. some blame falls on the u.s. government. looked as if they already had evidence of his prior scams/schemes b4 #fyrefestival disaster,general
857,22336,But I always over save when it’s time to go on any trip cause I love to spend 🤣,general_travel
1874,24981,can't imagine what trump &amp; stone have to discuss at the trump international hotel.......🤔,general
680,33574,@Popushi I was going to say I wish but I have to travel 2000km home at some point. But why not go somewhere that I want to go and that would be a great experience.,general_travel
1776,27088,"i'm bad at photoshop, but one can dream the brow would come to us @trailblazers @dame_lillard  @antdavis23 https://t.co/wegyqwzuk3",general
95,24377,my mom said if i left my puppy home with her until spring break she’ll pay for my trip to cancun so obviously i agreed but i’m already crying i miss her so much,travel
709,10932,"Attention @UConnJournalism students, you have one more day to apply for a global reporting trip with @NickKristof. What an opportunity. https://t.co/fgWMLs1qSB",general_travel
2120,2673,@donaldjtrumpjr insane different type rules by the elitists.,general
694,3219,"@RikRankin if you could travel thru the stones, would you like to go forward or back in time? #askrichardrankin",general_travel
369,23147,"It's happening, flights to Japan have been booked!!!!! #travel #britishairways",travel
2080,38769,and us niggas be rapping about hoes sounding like courage the cowardly dog https://t.co/8eajesgovy,general
984,6267,@jgkoomey @ODouglasPrice Show me evidence this is working anywhere and I’ll show you evidence it is used by opponents of policy as a reason to block.  Where on the planet is air travel showing meaningful decline? Why not spend effort promoting electrification ,general_travel
180,5835,HEY ARMY!! I’m going to be doing daily updates and news from my Singapore Trip and Concert for all my following ARMYS. I can’t wait to share every experience with you and hope you enjoy it it starting tomorrow 😁💜💜💜💜💜💜 @BTS_twt @UKBTSARMATION #BTS #BTSinSG #LOVEYOURSELF https://t.co/lbFdHCVdaT,travel
1163,10331,"#Philippines #travel Sandman's Card Games Dec. Vacation 2018: Like the Old Sick Joke ""Other… https://t.co/ciibsV7hZ2",general_travel
907,17930,im not feeling like myself recently its weird. i keep seeing things that arent there and my head keeps pulsing. i feel like im constantly on a bad lsd trip,general_travel
169,11582,@QSr3HUCa42eaTlo Oh sounds like a great travel plan then!,travel
1823,19799,@firstwefeast  please do an episode with the aimgod himself shroud pls make it happen,general
547,42868,"""Travel and you'll never get old""
#ONNBikes #ONNCruizers #ONNFamily #RideONN #MapTheWorld #Throwback2k18 #ONNDiaries #Travelust #TravelTales
https://t.co/e3jJ6gBCyS https://t.co/BYjPBE1ZIa",travel
2220,5704,"hoseok i can collab with you im a unproven artist too
ugh i can keep dreaming .. @bts_twt 

 https://t.co/51ilhmnq5w",general
860,18617,"Cash or Cruise! How can you loose! WOW! I love that we have so many choices and that the track is laid out, anyone can do it! I think this could be such a FUN GIRL FRIEND TRIP!! Who wants to go with me! I am... https://t.co/nE30aZ6XQt",general_travel
615,7922,Would love to catch up over a coffee when you are in Galway. I live in Mayo ,general_travel
